total decks: 1114
0.3779, Fire Fly
0.3761, Patches the Pirate
0.3492, Bonemare
0.2756, Tar Creeper
0.2738, Golakka Crawler
0.2585, Prince Keleseth
0.2199, Doomsayer
0.2154, Southsea Captain
0.2136, Spellbreaker
0.2020, Aya Blackpaw
0.2020, Cobalt Scalebane
0.1966, Southsea Deckhand
0.1741, Leeroy Jenkins
0.1741, Bloodmage Thalnos
0.1688, Acolyte of Pain
0.1517, Jade Spirit
0.1499, Bloodsail Corsair
0.1355, Novice Engineer
0.1302, Kazakus
0.1239, The Lich King
0.1077, Loot Hoarder
0.1032, Bittertide Hydra
0.1005, Medivh, the Guardian
0.0978, Saronite Chain Gang
0.0907, Mind Control Tech
0.0889, Skulking Geist
0.0889, Wild Pyromancer
0.0853, Vicious Fledgling
0.0817, Stonehill Defender
0.0799, Dirty Rat
0.0790, Doppelgangster
0.0736, Coldlight Oracle
0.0619, Cairne Bloodhoof
0.0592, Primordial Drake
0.0566, Barnes
0.0566, Gnomish Inventor
0.0521, Naga Corsair
0.0503, Acherus Veteran
0.0476, Alexstrasza
0.0431, Y'Shaarj, Rage Unbound
0.0395, Ysera
0.0395, Twilight Drake
0.0386, Mistress of Mixtures
0.0368, The Curator
0.0368, Corpsetaker
0.0350, Dire Wolf Alpha
0.0296, Earthen Ring Farseer
0.0287, Argent Squire
0.0260, Tainted Zealot
0.0242, Elise the Trailblazer
0.0242, Rockpool Hunter
0.0233, Blazecaller
0.0233, Murloc Warleader
0.0233, Murloc Tidecaller
0.0233, Gentle Megasaur
0.0215, Finja, the Flying Star
0.0215, Gadgetzan Auctioneer
0.0206, Arcane Giant
0.0197, Gluttonous Ooze
0.0197, Dread Corsair
0.0197, Prince Valanar
0.0189, Crazed Alchemist
0.0189, Stormwatcher
0.0180, Kabal Courier
0.0171, Netherspite Historian
0.0162, Defender of Argus
0.0162, Tol'vir Stoneshaper
0.0162, N'Zoth, the Corruptor
0.0162, Argent Commander
0.0153, Burgly Bully
0.0153, Servant of Kalimos
0.0135, Sea Giant
0.0135, Mountain Giant
0.0126, Happy Ghoul
0.0117, Fire Plume Phoenix
0.0117, Dark Iron Dwarf
0.0117, Faceless Shambler
0.0108, Deathwing
0.0108, Baron Geddon
0.0099, Snowflipper Penguin
0.0099, The Black Knight
0.0090, Deathwing, Dragonlord
0.0081, Hungry Crab
0.0081, Book Wyrm
0.0072, Coldlight Seer
0.0072, Questing Adventurer
0.0063, Malygos
0.0063, Glacial Shard
0.0054, Deathspeaker
0.0045, Nesting Roc
0.0045, Igneous Elemental
0.0045, Abusive Sergeant
0.0045, Grook Fu Master
0.0045, Mindbreaker
0.0045, Youthful Brewmaster
0.0045, Bloodworm
0.0045, Captain Greenskin
0.0036, Bright-Eyed Scout
0.0036, Genzo, the Shark
0.0036, Eater of Secrets
0.0036, Devilsaur Egg
0.0036, Yogg-Saron, Hope's End
0.0036, Skelemancer
0.0036, Stampeding Kodo
0.0036, Bone Drake
0.0036, Ancient Watcher
0.0036, Humongous Razorleaf
0.0036, Twin Emperor Vek'lor
0.0036, C'Thun
0.0036, Disciple of C'Thun
0.0036, C'Thun's Chosen
0.0036, Rattling Rascal
0.0036, Bloodsail Raider
0.0027, Big Game Hunter
0.0027, Cult Master
0.0027, Don Han'Cho
0.0027, Nerubian Unraveler
0.0027, Acidic Swamp Ooze
0.0027, Giant Wasp
0.0027, Jungle Panther
0.0027, Twilight Elder
0.0027, Reckless Rocketeer
0.0027, Sunfury Protector
0.0027, Ironbeak Owl
0.0018, Ravasaur Runt
0.0018, Knife Juggler
0.0018, Murloc Tidehunter
0.0018, Grimscale Oracle
0.0018, Bluegill Warrior
0.0018, Auctionmaster Beardo
0.0018, Infested Tauren
0.0018, Primalfin Lookout
0.0018, Worgen Infiltrator
0.0018, Lightwarden
0.0018, Injured Blademaster
0.0018, Hemet, Jungle Hunter
0.0018, Stonetusk Boar
0.0018, Faceless Manipulator
0.0018, Meat Wagon
0.0018, Sunwalker
0.0009, Grim Necromancer
0.0009, Molten Giant
0.0009, Menagerie Magician
0.0009, Fight Promoter
0.0009, Frostwolf Warlord
0.0009, Corpse Raiser
0.0009, Leatherclad Hogleader
0.0009, Harvest Golem
0.0009, Polluted Hoarder
0.0009, Volatile Elemental
0.0009, Shallow Gravedigger
0.0009, Grave Shambler
0.0009, Doomcaller
0.0009, Bilefin Tidehunter
0.0009, Arfus
0.0009, Tomb Lurker
0.0009, Nerubian Prophet
0.0009, Prince Taldaram
0.0009, Madam Goya
0.0009, Blood Knight
0.0009, Validated Doomsayer
0.0009, Psych-o-Tron
0.0009, Phantom Freebooter
0.0009, Beckoner of Evil
0.0009, Ticking Abomination
