total decks: 57
0.8772, Sunkeeper Tarim, 1
0.7544, Tirion Fordring, 1
0.7368, Rallying Blade, 2
0.7193, Righteous Protector, 2
0.7018, Hydrologist, 2
0.5965, Spikeridged Steed, 2
0.4737, Blessing of Kings, 2
0.4561, Vilefin Inquisitor, 2
0.4035, Wickerflame Burnbristle, 1
0.2807, Grimscale Chum, 2
0.2807, Aldor Peacekeeper, 2
0.2632, Smuggler's Run, 2
0.2456, Truesilver Champion, 2
0.2456, Consecration, 2
0.1930, Equality, 2
0.1754, Divine Favor, 2
0.1754, Grimestreet Enforcer, 2
0.1754, Uther of the Ebon Blade, 1
0.1404, Truesilver Champion, 1
0.1404, Ragnaros, Lightlord, 1
0.1228, Spikeridged Steed, 1
0.1228, Rallying Blade, 1
0.1053, Chillblade Champion, 2
0.0877, Consecration, 1
0.0877, Small-Time Recruits, 2
0.0702, Blessing of Might, 2
0.0702, Divine Favor, 1
0.0702, Grimestreet Outfitter, 2
0.0702, Aldor Peacekeeper, 1
0.0702, Forbidden Healing, 1
0.0526, Blessing of Kings, 1
0.0526, Grimscale Chum, 1
0.0526, Chillblade Champion, 1
0.0526, Ivory Knight, 2
0.0526, Lay on Hands, 1
0.0351, Steward of Darkshire, 2
0.0351, Argent Protector, 2
0.0351, Equality, 1
0.0351, Meanstreet Marshal, 2
0.0351, Sword of Justice, 2
0.0351, Blackguard, 2
0.0351, Ivory Knight, 1
0.0175, Righteous Protector, 1
0.0175, Arrogant Crusader, 1
0.0175, Howling Commander, 2
0.0175, Lightfused Stegodon, 1
0.0175, Stand Against Darkness, 2
0.0175, Lost in the Jungle, 2
0.0175, Vinecleaver, 1
0.0175, Bolvar, Fireblood, 1
0.0175, Blackguard, 1
0.0175, Grimestreet Enforcer, 1
0.0175, Hammer of Wrath, 2
0.0175, Forbidden Healing, 2
0.0175, Hammer of Wrath, 1
