total decks: 220
0.9955, Backstab
0.9864, Vilespine Slayer
0.9682, Swashburglar
0.9545, Edwin VanCleef
0.9136, SI:7 Agent
0.8500, Shadowstep
0.7818, Cold Blood
0.5909, Shaku, the Collector
0.2409, Plague Scientist
0.2091, Xaril, Poisoned Mind
0.1500, Shadowcaster
0.1364, Hallucination
0.1136, Counterfeit Coin
0.0909, Eviscerate
0.0864, Shadowblade
0.0864, Preparation
0.0818, Mimic Pod
0.0773, Valeera the Hollow
0.0727, Fan of Knives
0.0682, Vanish
0.0545, Sap
0.0364, Sherazin, Corpse Flower
0.0273, Deadly Poison
0.0227, Lotus Assassin
0.0136, Shadow Sensei
0.0136, Blade of C'Thun
0.0136, Jade Shuriken
0.0136, Jade Swarmer
0.0136, Perdition's Blade
0.0136, Razorpetal Lasher
0.0136, Gadgetzan Ferryman
0.0091, Obsidian Shard
0.0091, Shiv
0.0091, Sprint
0.0091, The Caverns Below
0.0045, Shadow Rager
0.0045, Journey Below
0.0045, Master of Disguise
0.0045, Undercity Huckster
0.0045, Ethereal Peddler
