total decks: 89
1.0000, Jade Claws, 2
0.9888, Jade Lightning, 2
0.9663, Maelstrom Portal, 2
0.9551, Mana Tide Totem, 2
0.9326, Evolve, 2
0.9326, Thing from Below, 2
0.8876, Thrall, Deathseer, 1
0.8652, Flametongue Totem, 2
0.7640, Devolve, 2
0.7303, Primalfin Totem, 2
0.5955, Bloodlust, 2
0.2584, Bloodlust, 1
0.1910, Devolve, 1
0.1348, Lightning Storm, 1
0.1011, Jade Chieftain, 1
0.0787, Volcano, 1
0.0674, Primalfin Totem, 1
0.0562, Lightning Storm, 2
0.0562, Hex, 2
0.0562, Volcano, 2
0.0449, Jinyu Waterspeaker, 1
0.0337, Spirit Echo, 1
0.0337, Jade Chieftain, 2
0.0337, Fire Elemental, 2
0.0337, Kalimos, Primal Lord, 1
0.0225, Mana Tide Totem, 1
0.0225, Master of Evolution, 2
0.0225, Hot Spring Guardian, 2
0.0225, Lightning Bolt, 2
0.0225, Ancestral Spirit, 2
0.0225, Earth Elemental, 2
0.0112, Jade Lightning, 1
0.0112, Master of Evolution, 1
0.0112, Hex, 1
0.0112, Maelstrom Portal, 1
0.0112, Al'Akir the Windlord, 1
0.0112, Far Sight, 2
0.0112, White Eyes, 1
0.0112, Hallazeal the Ascended, 1
0.0112, Hot Spring Guardian, 1
