total decks: 220
0.9955, Backstab, 2
0.9682, Swashburglar, 2
0.9682, Vilespine Slayer, 2
0.9545, Edwin VanCleef, 1
0.8818, SI:7 Agent, 2
0.8136, Shadowstep, 2
0.6727, Cold Blood, 2
0.5909, Shaku, the Collector, 1
0.2227, Plague Scientist, 1
0.2091, Xaril, Poisoned Mind, 1
0.1091, Cold Blood, 1
0.0955, Shadowcaster, 1
0.0909, Eviscerate, 2
0.0864, Preparation, 2
0.0818, Counterfeit Coin, 2
0.0773, Valeera the Hollow, 1
0.0682, Hallucination, 1
0.0682, Shadowblade, 1
0.0682, Hallucination, 2
0.0591, Fan of Knives, 2
0.0545, Shadowcaster, 2
0.0455, Mimic Pod, 1
0.0455, Sap, 1
0.0455, Vanish, 2
0.0364, Shadowstep, 1
0.0364, Mimic Pod, 2
0.0364, Sherazin, Corpse Flower, 1
0.0318, Counterfeit Coin, 1
0.0318, SI:7 Agent, 1
0.0273, Deadly Poison, 1
0.0227, Lotus Assassin, 1
0.0227, Vanish, 1
0.0182, Plague Scientist, 2
0.0182, Shadowblade, 2
0.0182, Vilespine Slayer, 1
0.0136, Fan of Knives, 1
0.0136, Shadow Sensei, 2
0.0136, Jade Shuriken, 2
0.0136, Jade Swarmer, 2
0.0136, Perdition's Blade, 1
0.0136, Razorpetal Lasher, 1
0.0136, Gadgetzan Ferryman, 2
0.0091, Blade of C'Thun, 1
0.0091, Sprint, 1
0.0091, The Caverns Below, 1
0.0091, Sap, 2
0.0045, Shadow Rager, 2
0.0045, Journey Below, 2
0.0045, Master of Disguise, 2
0.0045, Blade of C'Thun, 2
0.0045, Obsidian Shard, 2
0.0045, Shiv, 2
0.0045, Obsidian Shard, 1
0.0045, Undercity Huckster, 1
0.0045, Ethereal Peddler, 2
0.0045, Shiv, 1
