total decks: 192
0.8594, Shadowreaper Anduin, 1
0.7865, Potion of Madness, 1
0.7552, Shadow Word: Death, 1
0.7500, Silence, 1
0.7135, Spirit Lash, 1
0.7135, Dragonfire Potion, 1
0.7031, Priest of the Feast, 1
0.6927, Shadow Word: Pain, 1
0.6875, Northshire Cleric, 1
0.6823, Raza the Chained, 1
0.6823, Shadow Visions, 1
0.6771, Power Word: Shield, 1
0.6458, Radiant Elemental, 1
0.6302, Holy Smite, 1
0.6250, Lyra the Sunshard, 1
0.6146, Curious Glimmerroot, 1
0.6094, Prophet Velen, 1
0.4844, Mind Blast, 1
0.4740, Greater Healing Potion, 1
0.4583, Shadow Word: Horror, 1
0.4583, Pint-Size Potion, 1
0.3229, Circle of Healing, 1
0.3229, Auchenai Soulpriest, 1
0.3021, Shadow Visions, 2
0.2604, Holy Nova, 1
0.2448, Shadow Word: Pain, 2
0.2396, Dragonfire Potion, 2
0.1979, Shadow Word: Death, 2
0.1927, Eternal Servitude, 2
0.1875, Shadow Essence, 2
0.1771, Obsidian Statue, 2
0.1719, Binding Heal, 1
0.1667, Shadow Word: Horror, 2
0.1667, Pint-Size Potion, 2
0.1510, Holy Fire, 1
0.1458, Potion of Madness, 2
0.1354, Power Word: Shield, 2
0.1302, Kabal Talonpriest, 1
0.1302, Mass Dispel, 1
0.1250, Northshire Cleric, 2
0.1146, Cabal Shadow Priest, 1
0.1094, Radiant Elemental, 2
0.0990, Free From Amber, 1
0.0990, Kabal Talonpriest, 2
0.0833, Greater Healing Potion, 2
0.0729, Drakonid Operative, 2
0.0625, Holy Smite, 2
0.0625, Divine Spirit, 2
0.0625, Silence, 2
0.0573, Thoughtsteal, 1
0.0521, Inner Fire, 2
0.0417, Spirit Lash, 2
0.0365, Circle of Healing, 2
0.0365, Tortollan Shellraiser, 1
0.0365, Kabal Songstealer, 1
0.0365, Inner Fire, 1
0.0312, Holy Nova, 2
0.0260, Obsidian Statue, 1
0.0260, Drakonid Operative, 1
0.0260, Devour Mind, 1
0.0260, Free From Amber, 2
0.0260, Priest of the Feast, 2
0.0260, Shadow Ascendant, 2
0.0208, Eternal Servitude, 1
0.0208, Crystalline Oracle, 1
0.0208, Divine Spirit, 1
0.0208, Purify, 2
0.0208, Mind Blast, 2
0.0156, Thoughtsteal, 2
0.0156, Curious Glimmerroot, 2
0.0156, Auchenai Soulpriest, 2
0.0104, Mind Control, 1
0.0104, Forbidden Shaping, 2
0.0104, Mind Vision, 2
0.0104, Temple Enforcer, 2
0.0104, Archbishop Benedictus, 1
0.0104, Awaken the Makers, 1
0.0052, Embrace the Shadow, 2
0.0052, Mind Vision, 1
0.0052, Acolyte of Agony, 1
0.0052, Holy Fire, 2
0.0052, Forbidden Shaping, 1
0.0052, Shifting Shade, 2
0.0052, Tortollan Shellraiser, 2
0.0052, Crystalline Oracle, 2
0.0052, Shifting Shade, 1
