total decks: 187
0.8396, Ultimate Infestation, 2
0.8182, Nourish, 2
0.8182, Swipe, 2
0.8128, Malfurion the Pestilent, 1
0.8128, Wrath, 2
0.8075, Jade Blossom, 2
0.7914, Wild Growth, 2
0.7647, Jade Behemoth, 2
0.7647, Jade Idol, 2
0.7540, Fandral Staghelm, 1
0.6738, Spreading Plague, 2
0.4652, Mark of the Lotus, 2
0.4599, Mire Keeper, 2
0.3583, Kun the Forgotten King, 1
0.2567, Mire Keeper, 1
0.2246, Druid of the Swarm, 2
0.2139, Mark of Y'Shaarj, 2
0.2139, Enchanted Raven, 2
0.1872, Power of the Wild, 2
0.1765, Living Mana, 2
0.1765, Savage Roar, 2
0.1283, Crypt Lord, 2
0.1016, Spreading Plague, 1
0.0963, Innervate, 2
0.0856, Mark of the Lotus, 1
0.0535, Power of the Wild, 1
0.0481, Earthen Scales, 2
0.0374, Swipe, 1
0.0321, Feral Rage, 1
0.0267, Crypt Lord, 1
0.0267, Pilfered Power, 2
0.0214, Innervate, 1
0.0214, Earthen Scales, 1
0.0160, Druid of the Claw, 1
0.0160, Giant Anaconda, 2
0.0107, Living Mana, 1
0.0053, Giant Anaconda, 1
0.0053, Dark Arakkoa, 2
0.0053, Savage Roar, 1
0.0053, Evolving Spores, 1
0.0053, Claw, 2
0.0053, Feral Rage, 2
0.0053, Naturalize, 1
0.0053, Soul of the Forest, 1
0.0053, Jade Blossom, 1
0.0053, Starfall, 1
0.0053, Ultimate Infestation, 1
0.0053, Strongshell Scavenger, 2
0.0053, Moonfire, 2
0.0053, Shellshifter, 1
