total decks: 136
1.0000, Arcane Intellect
0.9926, Primordial Glyph
0.9338, Arcanologist
0.7353, Frostbolt
0.6397, Fireball
0.6324, Ice Block
0.6250, Medivh's Valet
0.5662, Mana Wyrm
0.5368, Sorcerer's Apprentice
0.5294, Firelands Portal
0.5294, Blizzard
0.4926, Babbling Book
0.4926, Frost Nova
0.4485, Counterspell
0.4265, Ice Barrier
0.4044, Archmage Antonidas
0.3676, Cabalist's Tome
0.3382, Kirin Tor Mage
0.3309, Frost Lich Jaina
0.3309, Open the Waygate
0.3235, Kabal Crystal Runner
0.3088, Mirror Entity
0.3015, Flamestrike
0.2941, Polymorph
0.2868, Molten Reflection
0.2647, Meteor
0.2574, Volcanic Potion
0.2279, Simulacrum
0.1618, Water Elemental
0.1618, Ghastly Conjurer
0.1471, Spellbender
0.0956, Pyros
0.0662, Mana Bind
0.0662, Pyroblast
0.0588, Steam Surger
0.0515, Kabal Lackey
0.0515, Flame Geyser
0.0368, Sindragosa
0.0221, Inkmaster Solia
0.0147, Frozen Clone
0.0147, Shimmering Tempest
0.0147, Cone of Cold
0.0074, Potion of Polymorph
0.0074, Faceless Summoner
0.0074, Arcane Missiles
0.0074, Forbidden Flame
