total decks: 136
0.9338, Primordial Glyph, 2
0.9191, Arcane Intellect, 2
0.8603, Arcanologist, 2
0.6471, Frostbolt, 2
0.5662, Fireball, 2
0.5588, Medivh's Valet, 2
0.5294, Sorcerer's Apprentice, 2
0.5221, Mana Wyrm, 2
0.5147, Ice Block, 2
0.4559, Frost Nova, 2
0.4265, Firelands Portal, 2
0.4191, Ice Barrier, 1
0.4044, Archmage Antonidas, 1
0.3897, Blizzard, 2
0.3456, Babbling Book, 2
0.3382, Kirin Tor Mage, 2
0.3382, Counterspell, 2
0.3309, Frost Lich Jaina, 1
0.3309, Open the Waygate, 1
0.3162, Kabal Crystal Runner, 2
0.2868, Cabalist's Tome, 2
0.2868, Molten Reflection, 2
0.2647, Flamestrike, 1
0.2206, Simulacrum, 1
0.2059, Meteor, 1
0.1985, Volcanic Potion, 1
0.1765, Polymorph, 2
0.1691, Mirror Entity, 2
0.1471, Babbling Book, 1
0.1397, Mirror Entity, 1
0.1397, Blizzard, 1
0.1250, Ghastly Conjurer, 1
0.1250, Spellbender, 1
0.1176, Ice Block, 1
0.1176, Polymorph, 1
0.1103, Counterspell, 1
0.1029, Firelands Portal, 1
0.1029, Water Elemental, 2
0.0956, Pyros, 1
0.0882, Frostbolt, 1
0.0809, Cabalist's Tome, 1
0.0809, Arcane Intellect, 1
0.0735, Arcanologist, 1
0.0735, Fireball, 1
0.0662, Mana Bind, 1
0.0662, Pyroblast, 1
0.0662, Medivh's Valet, 1
0.0588, Water Elemental, 1
0.0588, Meteor, 2
0.0588, Volcanic Potion, 2
0.0588, Primordial Glyph, 1
0.0515, Steam Surger, 2
0.0441, Mana Wyrm, 1
0.0368, Flame Geyser, 2
0.0368, Flamestrike, 2
0.0368, Frost Nova, 1
0.0368, Sindragosa, 1
0.0368, Ghastly Conjurer, 2
0.0294, Kabal Lackey, 1
0.0221, Kabal Lackey, 2
0.0221, Spellbender, 2
0.0221, Inkmaster Solia, 1
0.0147, Frozen Clone, 1
0.0147, Flame Geyser, 1
0.0147, Cone of Cold, 1
0.0074, Kabal Crystal Runner, 1
0.0074, Potion of Polymorph, 1
0.0074, Shimmering Tempest, 1
0.0074, Faceless Summoner, 2
0.0074, Arcane Missiles, 2
0.0074, Steam Surger, 1
0.0074, Forbidden Flame, 1
0.0074, Ice Barrier, 2
0.0074, Sorcerer's Apprentice, 1
0.0074, Shimmering Tempest, 2
0.0074, Simulacrum, 2
