total decks: 110
0.8909, Voidwalker, 2
0.8727, Bloodreaver Gul'dan, 1
0.8545, Despicable Dreadlord, 2
0.5727, Flame Imp, 2
0.5273, Malchezaar's Imp, 2
0.5273, Soulfire, 2
0.5273, Doomguard, 2
0.4273, Darkshire Councilman, 2
0.3818, Mortal Coil, 2
0.3636, Defile, 2
0.3364, Siphon Soul, 2
0.2909, Abyssal Enforcer, 2
0.2182, Mortal Coil, 1
0.2000, Drain Soul, 2
0.1909, Hellfire, 1
0.1818, Crystalweaver, 2
0.1636, Twisting Nether, 2
0.1455, Twisting Nether, 1
0.1273, Shadow Bolt, 1
0.1091, Blood Imp, 2
0.1091, Abyssal Enforcer, 1
0.1000, Hellfire, 2
0.1000, Drain Soul, 1
0.0909, Silverware Golem, 2
0.0909, Doomguard, 1
0.0909, Howlfiend, 1
0.0818, Gnomeferatu, 2
0.0727, Bloodfury Potion, 2
0.0727, Voidwalker, 1
0.0636, Possessed Villager, 1
0.0636, Despicable Dreadlord, 1
0.0636, Shadow Bolt, 2
0.0636, Defile, 1
0.0636, Siphon Soul, 1
0.0636, Treachery, 2
0.0545, Krul the Unshackled, 1
0.0455, Possessed Villager, 2
0.0455, Ravenous Pterrordax, 2
0.0455, Shadowflame, 1
0.0455, Dread Infernal, 1
0.0364, Howlfiend, 2
0.0364, Lakkari Felhound, 2
0.0364, Darkshire Librarian, 2
0.0364, Clutchmother Zavas, 1
0.0273, Crystalweaver, 1
0.0273, Treachery, 1
0.0273, Lakkari Sacrifice, 1
0.0273, Blood-Queen Lana'thel, 1
0.0182, Forbidden Ritual, 1
0.0182, Darkshire Councilman, 1
0.0182, Bloodfury Potion, 1
0.0182, Demonfire, 2
0.0182, Succubus, 2
0.0182, Lakkari Felhound, 1
0.0182, Dread Infernal, 2
0.0182, Soulfire, 1
0.0182, Lord Jaraxxus, 1
0.0091, Sanguine Reveler, 2
0.0091, Blood Imp, 1
0.0091, Darkshire Librarian, 1
0.0091, Blastcrystal Potion, 1
0.0091, Unwilling Sacrifice, 1
0.0091, Summoning Portal, 1
0.0091, Corrupting Mist, 1
0.0091, Bane of Doom, 1
0.0091, Kabal Trafficker, 1
0.0091, Flame Imp, 1
0.0091, Gnomeferatu, 1
0.0091, Summoning Portal, 2
0.0091, Tar Lurker, 2
0.0091, Blastcrystal Potion, 2
0.0091, Sacrificial Pact, 1
0.0091, Sense Demons, 2
0.0091, Felfire Potion, 1
