total decks: 1114
0.3652, Fire Fly
0.3613, Patches the Pirate
0.3291, Bonemare
0.2749, Golakka Crawler
0.2214, Prince Keleseth
0.2103, Tar Creeper
0.1971, Spellbreaker
0.1948, Doomsayer
0.1895, Bloodsail Corsair
0.1851, Aya Blackpaw
0.1772, Acolyte of Pain
0.1726, Southsea Captain
0.1573, Cobalt Scalebane
0.1453, Southsea Deckhand
0.1374, Bloodmage Thalnos
0.1327, Bittertide Hydra
0.1314, Stonehill Defender
0.1303, Leeroy Jenkins
0.1264, Saronite Chain Gang
0.1258, The Lich King
0.1152, Jade Spirit
0.1119, Doppelgangster
0.1111, Arcane Intellect
0.1111, Jade Claws
0.1111, Jade Lightning
0.1107, Skulking Geist
0.1106, Backstab
0.1103, Primordial Glyph
0.1096, Eaglehorn Bow
0.1096, Vilespine Slayer
0.1094, Shadow Visions
0.1086, Mana Tide Totem
0.1086, Maelstrom Portal
0.1081, Kill Command
0.1076, Swashburglar
0.1071, Dirty Rat
0.1071, Voidwalker
0.1065, Alleycat
0.1065, Houndmaster
0.1065, Animal Companion
0.1061, Edwin VanCleef
0.1061, Devolve
0.1059, Dragonfire Potion
0.1059, Shadow Word: Death
0.1042, Shadow Word: Pain
0.1038, Arcanologist
0.1036, Potion of Madness
0.1036, Evolve
0.1036, Thing from Below
0.1035, Crackling Razormaw
0.1020, Despicable Dreadlord
0.1015, SI:7 Agent
0.1005, Savannah Highmane
0.0986, Thrall, Deathseer
0.0975, Sunkeeper Tarim
0.0970, Bloodreaver Gul'dan
0.0961, Novice Engineer
0.0961, Flametongue Totem
0.0955, Rallying Blade
0.0955, Shadowreaper Anduin
0.0951, Swipe
0.0949, Bloodlust
0.0944, Shadowstep
0.0939, Ultimate Infestation
0.0909, Nourish
0.0903, Jade Blossom
0.0903, Malfurion the Pestilent
0.0903, Wrath
0.0903, Silence
0.0903, Power Word: Shield
0.0903, Northshire Cleric
0.0898, Kindly Grandmother
0.0886, Primalfin Totem
0.0884, Kazakus
0.0879, Wild Growth
0.0869, Cold Blood
0.0862, Spreading Plague
0.0852, Bearshark
0.0850, Jade Behemoth
0.0850, Jade Idol
0.0839, Spirit Lash
0.0839, Radiant Elemental
0.0838, Fandral Staghelm
0.0838, Tirion Fordring
0.0837, Deadly Shot
0.0819, Righteous Protector
0.0817, Frostbolt
0.0810, Priest of the Feast
0.0799, Spikeridged Steed
0.0796, Mire Keeper
0.0796, Coldlight Oracle
0.0780, Hydrologist
0.0776, Medivh, the Guardian
0.0776, Tracking
0.0770, Holy Smite
0.0758, Raza the Chained
0.0746, Unleash the Hounds
0.0743, Wild Pyromancer
0.0737, Loot Hoarder
0.0733, Blood Razor
0.0711, Fireball
0.0711, Execute
0.0703, Ice Block
0.0700, Curious Glimmerroot
0.0694, Medivh's Valet
0.0694, Shadow Word: Horror
0.0694, Pint-Size Potion
0.0694, Lyra the Sunshard
0.0689, Sleep with the Fishes
0.0687, Doomguard
0.0685, Scavenging Hyena
0.0677, Prophet Velen
0.0676, Vicious Fledgling
0.0667, Mortal Coil
0.0667, Slam
0.0657, Shaku, the Collector
0.0646, Flame Imp
0.0644, Battle Rage
0.0639, Deathstalker Rexxar
0.0633, Mind Control Tech
0.0629, Mana Wyrm
0.0622, Armorsmith
0.0622, Brawl
0.0619, Greater Healing Potion
0.0612, Mark of the Lotus
0.0606, Soulfire
0.0604, Acherus Veteran
0.0600, Shield Block
0.0596, Sorcerer's Apprentice
0.0588, Firelands Portal
0.0588, Blizzard
0.0586, Malchezaar's Imp
0.0585, Blessing of Kings
0.0579, The Curator
0.0578, Scourgelord Garrosh
0.0569, Primordial Drake
0.0561, Mind Blast
0.0547, Babbling Book
0.0547, Frost Nova
0.0526, Rockpool Hunter
0.0516, Corpsetaker
0.0511, Dead Man's Hand
0.0507, Murloc Warleader
0.0507, Murloc Tidecaller
0.0507, Gentle Megasaur
0.0507, Vilefin Inquisitor
0.0499, Naga Corsair
0.0498, Counterspell
0.0495, Darkshire Councilman
0.0489, Whirlwind
0.0475, Defile
0.0474, Ice Barrier
0.0473, Dread Corsair
0.0468, Finja, the Flying Star
0.0465, Cairne Bloodhoof
0.0449, Archmage Antonidas
0.0448, Wickerflame Burnbristle
0.0444, Siphon Soul
0.0444, Abyssal Enforcer
0.0436, Barnes
0.0430, Alexstrasza
0.0429, Mistress of Mixtures
0.0429, Truesilver Champion
0.0422, Kor'kron Elite
0.0422, Frothing Berserker
0.0408, Cabalist's Tome
0.0400, N'Zoth's First Mate
0.0399, Circle of Healing
0.0398, Kun the Forgotten King
0.0390, Aldor Peacekeeper
0.0378, Fiery War Axe
0.0376, Kirin Tor Mage
0.0376, Auchenai Soulpriest
0.0372, Twilight Drake
0.0370, Consecration
0.0370, Grimscale Chum
0.0368, Frost Lich Jaina
0.0368, Open the Waygate
0.0364, Gnomish Inventor
0.0361, Dire Wolf Alpha
0.0359, Kabal Crystal Runner
0.0356, Arcanite Reaper
0.0356, Upgrade!
0.0356, Bloodsail Cultist
0.0354, Argent Squire
0.0343, Mirror Entity
0.0343, Twisting Nether
0.0335, Stitched Tracker
0.0335, Flamestrike
0.0333, Drain Soul
0.0333, Direhorn Hatchling
0.0328, Earthen Ring Farseer
0.0327, Polymorph
0.0324, Holy Nova
0.0323, Hellfire
0.0319, Molten Reflection
0.0311, Ravaging Ghoul
0.0304, Jeweled Macaw
0.0300, Y'Shaarj, Rage Unbound
0.0298, Tainted Zealot
0.0294, Meteor
0.0292, Smuggler's Run
0.0292, N'Zoth, the Corruptor
0.0289, Bring It On!
0.0286, Volcanic Potion
0.0275, Ysera
0.0273, Divine Favor
0.0268, Plague Scientist
0.0267, Power of the Wild
0.0255, Kabal Talonpriest
0.0253, Simulacrum
0.0253, Equality
0.0250, Druid of the Swarm
0.0244, Tundra Rhino
0.0244, Mountainfire Armor
0.0244, Shield Slam
0.0238, Mark of Y'Shaarj
0.0238, Enchanted Raven
0.0237, Eternal Servitude
0.0232, Xaril, Poisoned Mind
0.0232, Crystalweaver
0.0226, Obsidian Statue
0.0225, Elise the Trailblazer
0.0214, Grimestreet Enforcer
0.0212, Lightning Storm
0.0212, Shadow Bolt
0.0208, Living Mana
0.0208, Shadow Essence
0.0202, Savage Roar
0.0195, Uther of the Ebon Blade
0.0192, Crazed Alchemist
0.0191, Binding Heal
0.0189, Blazecaller
0.0187, Defender of Argus
0.0180, Water Elemental
0.0180, Ghastly Conjurer
0.0180, Stormwatcher
0.0178, Public Defender
0.0175, Chillblade Champion
0.0174, Holy Fire
0.0172, Crypt Lord
0.0171, Servant of Kalimos
0.0169, Sea Giant
0.0167, Shadowcaster
0.0163, Tol'vir Stoneshaper
0.0163, Spellbender
0.0156, Coldlight Seer
0.0156, Ragnaros, Lightlord
0.0156, Mortal Strike
0.0156, Alley Armorsmith
0.0154, Burgly Bully
0.0152, Hallucination
0.0152, Mountain Giant
0.0151, Gluttonous Ooze
0.0150, Jade Chieftain
0.0150, Volcano
0.0145, Argent Commander
0.0145, Mass Dispel
0.0144, Arcane Giant
0.0141, Kabal Courier
0.0141, Howlfiend
0.0139, Free From Amber
0.0133, Happy Ghoul
0.0133, Fire Plume's Heart
0.0131, Innervate
0.0131, Prince Valanar
0.0131, Blood Imp
0.0130, Gadgetzan Auctioneer
0.0127, Cabal Shadow Priest
0.0127, Dark Iron Dwarf
0.0126, Counterfeit Coin
0.0124, Netherspite Historian
0.0123, Hungry Crab
0.0121, Possessed Villager
0.0111, Captain Greenskin
0.0111, Blood To Ichor
0.0110, Drakonid Operative
0.0106, Pyros
0.0104, Faceless Shambler
0.0101, Eviscerate
0.0101, Silverware Golem
0.0101, Bloodfury Potion
0.0101, Gnomeferatu
0.0101, Treachery
0.0098, Baron Geddon
0.0098, Inner Fire
0.0097, Small-Time Recruits
0.0097, Grook Fu Master
0.0097, Ivory Knight
0.0097, Forbidden Healing
0.0096, Shadowblade
0.0096, Preparation
0.0094, The Black Knight
0.0093, Divine Spirit
0.0091, Hunter's Mark
0.0091, Mimic Pod
0.0089, Bloodsail Raider
0.0089, Heroic Strike
0.0089, Grommash Hellscream
0.0089, Bloodhoof Brave
0.0088, Abusive Sergeant
0.0086, Valeera the Hollow
0.0085, Deathwing
0.0081, Mindbreaker
0.0081, Thoughtsteal
0.0081, Fan of Knives
0.0080, Fire Plume Phoenix
0.0078, Blessing of Might
0.0078, Stampeding Kodo
0.0078, Grimestreet Outfitter
0.0077, Earthen Scales
0.0076, Infested Wolf
0.0076, Vanish
0.0075, Hex
0.0074, Mana Bind
0.0074, Pyroblast
0.0071, Dread Infernal
0.0070, Glacial Shard
0.0069, Skelemancer
0.0066, Nesting Roc
0.0065, Snowflipper Penguin
0.0065, Steam Surger
0.0064, Don Han'Cho
0.0062, Deathspeaker
0.0061, Rat Pack
0.0061, Corpse Widow
0.0061, Explosive Trap
0.0061, Sap
0.0061, Lakkari Felhound
0.0061, Krul the Unshackled
0.0059, Deathwing, Dragonlord
0.0058, Blackguard
0.0058, Lay on Hands
0.0057, Kabal Lackey
0.0057, Flame Geyser
0.0053, Igneous Elemental
0.0052, Book Wyrm
0.0051, Ravenous Pterrordax
0.0051, Shadowflame
0.0051, Darkshire Librarian
0.0051, Bloodworm
0.0050, Rattling Rascal
0.0050, Jinyu Waterspeaker
0.0047, Cult Master
0.0046, Fiery Bat
0.0046, Flare
0.0046, Dispatch Kodo
0.0046, Devilsaur Egg
0.0046, Tortollan Shellraiser
0.0044, Forge of Souls
0.0044, Commanding Shout
0.0044, Inner Rage
0.0044, Sudden Genesis
0.0044, Rotface
0.0042, Feral Rage
0.0041, Malygos
0.0041, Sindragosa
0.0041, Kabal Songstealer
0.0040, Questing Adventurer
