total decks: 1114
0.3613, Patches the Pirate, 1
0.3379, Fire Fly, 2
0.2502, Bonemare, 2
0.2214, Prince Keleseth, 1
0.1851, Aya Blackpaw, 1
0.1833, Spellbreaker, 1
0.1806, Bloodsail Corsair, 2
0.1574, Golakka Crawler, 2
0.1532, Southsea Captain, 2
0.1380, Cobalt Scalebane, 2
0.1374, Bloodmage Thalnos, 1
0.1303, Leeroy Jenkins, 1
0.1273, Southsea Deckhand, 2
0.1258, The Lich King, 1
0.1204, Tar Creeper, 2
0.1175, Golakka Crawler, 1
0.1159, Doomsayer, 2
0.1125, Bittertide Hydra, 2
0.1115, Jade Spirit, 2
0.1111, Jade Claws, 2
0.1107, Skulking Geist, 1
0.1106, Backstab, 2
0.1099, Jade Lightning, 2
0.1082, Stonehill Defender, 2
0.1081, Kill Command, 2
0.1076, Swashburglar, 2
0.1076, Vilespine Slayer, 2
0.1074, Maelstrom Portal, 2
0.1065, Alleycat, 2
0.1065, Animal Companion, 2
0.1062, Doppelgangster, 2
0.1061, Edwin VanCleef, 1
0.1061, Mana Tide Totem, 2
0.1050, Houndmaster, 2
0.1038, Primordial Glyph, 2
0.1036, Evolve, 2
0.1036, Thing from Below, 2
0.1035, Crackling Razormaw, 2
0.1021, Arcane Intellect, 2
0.1020, Eaglehorn Bow, 2
0.0990, Voidwalker, 2
0.0986, Thrall, Deathseer, 1
0.0980, SI:7 Agent, 2
0.0975, Sunkeeper Tarim, 1
0.0970, Bloodreaver Gul'dan, 1
0.0961, Flametongue Totem, 2
0.0956, Arcanologist, 2
0.0955, Shadowreaper Anduin, 1
0.0949, Despicable Dreadlord, 2
0.0936, Acolyte of Pain, 1
0.0933, Ultimate Infestation, 2
0.0909, Nourish, 2
0.0909, Swipe, 2
0.0904, Shadowstep, 2
0.0903, Malfurion the Pestilent, 1
0.0903, Wrath, 2
0.0898, Tar Creeper, 1
0.0897, Jade Blossom, 2
0.0884, Kazakus, 1
0.0883, Kindly Grandmother, 2
0.0879, Wild Growth, 2
0.0874, Potion of Madness, 1
0.0852, Savannah Highmane, 2
0.0850, Jade Behemoth, 2
0.0850, Jade Idol, 2
0.0849, Devolve, 2
0.0839, Shadow Word: Death, 1
0.0838, Fandral Staghelm, 1
0.0838, Tirion Fordring, 1
0.0837, Bearshark, 2
0.0836, Acolyte of Pain, 2
0.0833, Silence, 1
0.0819, Rallying Blade, 2
0.0811, Primalfin Totem, 2
0.0799, Righteous Protector, 2
0.0793, Spirit Lash, 1
0.0793, Dragonfire Potion, 1
0.0789, Doomsayer, 1
0.0789, Bonemare, 1
0.0783, Saronite Chain Gang, 2
0.0781, Priest of the Feast, 1
0.0780, Hydrologist, 2
0.0776, Medivh, the Guardian, 1
0.0770, Shadow Word: Pain, 1
0.0764, Northshire Cleric, 1
0.0758, Raza the Chained, 1
0.0758, Shadow Visions, 1
0.0752, Power Word: Shield, 1
0.0749, Spreading Plague, 2
0.0747, Cold Blood, 2
0.0733, Blood Razor, 2
0.0719, Frostbolt, 2
0.0718, Radiant Elemental, 1
0.0711, Execute, 2
0.0700, Holy Smite, 1
0.0699, Coldlight Oracle, 2
0.0697, Novice Engineer, 1
0.0694, Lyra the Sunshard, 1
0.0687, Loot Hoarder, 1
0.0685, Deadly Shot, 1
0.0683, Curious Glimmerroot, 1
0.0677, Prophet Velen, 1
0.0670, Scavenging Hyena, 2
0.0667, Sleep with the Fishes, 2
0.0663, Spikeridged Steed, 2
0.0662, Bloodlust, 2
0.0657, Shaku, the Collector, 1
0.0639, Deathstalker Rexxar, 1
0.0636, Flame Imp, 2
0.0629, Fireball, 2
0.0621, Medivh's Valet, 2
0.0588, Sorcerer's Apprentice, 2
0.0586, Malchezaar's Imp, 2
0.0586, Soulfire, 2
0.0586, Doomguard, 2
0.0580, Mana Wyrm, 2
0.0579, The Curator, 1
0.0578, Armorsmith, 2
0.0578, Scourgelord Garrosh, 1
0.0572, Dirty Rat, 2
0.0572, Ice Block, 2
0.0563, Vicious Fledgling, 2
0.0563, Unleash the Hounds, 2
0.0556, Slam, 2
0.0556, Battle Rage, 2
0.0556, Shield Block, 2
0.0554, Acherus Veteran, 2
0.0538, Mind Blast, 1
0.0527, Greater Healing Potion, 1
0.0526, Rockpool Hunter, 2
0.0526, Blessing of Kings, 2
0.0517, Mark of the Lotus, 2
0.0511, Mire Keeper, 2
0.0509, Shadow Word: Horror, 1
0.0509, Pint-Size Potion, 1
0.0507, Frost Nova, 2
0.0507, Murloc Warleader, 2
0.0507, Murloc Tidecaller, 2
0.0507, Gentle Megasaur, 2
0.0507, Vilefin Inquisitor, 2
0.0499, Dirty Rat, 1
0.0496, Corpsetaker, 2
0.0480, Saronite Chain Gang, 1
0.0475, Darkshire Councilman, 2
0.0474, Firelands Portal, 2
0.0473, Dread Corsair, 2
0.0472, Tracking, 2
0.0469, Wild Pyromancer, 1
0.0468, Finja, the Flying Star, 1
0.0466, Ice Barrier, 1
0.0465, Cairne Bloodhoof, 1
0.0449, Archmage Antonidas, 1
0.0448, Wickerflame Burnbristle, 1
0.0444, Whirlwind, 2
0.0436, Barnes, 1
0.0433, Blizzard, 2
0.0430, Alexstrasza, 1
0.0424, Mortal Coil, 2
0.0422, Kor'kron Elite, 2
0.0422, Frothing Berserker, 2
0.0404, Defile, 2
0.0400, N'Zoth's First Mate, 2
0.0400, Brawl, 1
0.0398, Kun the Forgotten King, 1
0.0384, Mind Control Tech, 1
0.0384, Babbling Book, 2
0.0376, Kirin Tor Mage, 2
0.0376, Counterspell, 2
0.0374, Siphon Soul, 2
0.0368, Primordial Drake, 1
0.0368, Frost Lich Jaina, 1
0.0368, Open the Waygate, 1
0.0367, Naga Corsair, 2
0.0364, Gnomish Inventor, 1
0.0359, Circle of Healing, 1
0.0359, Auchenai Soulpriest, 1
0.0356, Arcanite Reaper, 2
0.0356, Upgrade!, 2
