total decks: 1114
0.3779, Fire Fly
0.3761, Patches the Pirate
0.3492, Bonemare
0.2756, Tar Creeper
0.2738, Golakka Crawler
0.2585, Prince Keleseth
0.2199, Doomsayer
0.2154, Southsea Captain
0.2136, Spellbreaker
0.2020, Aya Blackpaw
0.2020, Cobalt Scalebane
0.1966, Southsea Deckhand
0.1966, Backstab
0.1948, Vilespine Slayer
0.1912, Swashburglar
0.1885, Edwin VanCleef
0.1804, SI:7 Agent
0.1741, Leeroy Jenkins
0.1741, Bloodmage Thalnos
0.1697, Shadow Visions
0.1688, Acolyte of Pain
0.1679, Shadowstep
0.1643, Dragonfire Potion
0.1643, Shadow Word: Death
0.1616, Shadow Word: Pain
0.1607, Potion of Madness
0.1544, Cold Blood
0.1517, Jade Spirit
0.1499, Bloodsail Corsair
0.1481, Shadowreaper Anduin
0.1436, Swipe
0.1418, Ultimate Infestation
0.1400, Silence
0.1400, Power Word: Shield
0.1400, Northshire Cleric
0.1373, Nourish
0.1364, Jade Blossom
0.1364, Malfurion the Pestilent
0.1364, Wrath
0.1355, Novice Engineer
0.1329, Wild Growth
0.1302, Spreading Plague
0.1302, Kazakus
0.1302, Spirit Lash
0.1302, Radiant Elemental
0.1284, Jade Behemoth
0.1284, Jade Idol
0.1266, Fandral Staghelm
0.1257, Priest of the Feast
0.1239, The Lich King
0.1221, Arcane Intellect
0.1212, Primordial Glyph
0.1203, Mire Keeper
0.1194, Holy Smite
0.1176, Raza the Chained
0.1167, Shaku, the Collector
0.1140, Arcanologist
0.1086, Curious Glimmerroot
0.1077, Loot Hoarder
0.1077, Shadow Word: Horror
0.1077, Pint-Size Potion
0.1077, Lyra the Sunshard
0.1050, Prophet Velen
0.1032, Bittertide Hydra
0.1005, Medivh, the Guardian
0.0978, Saronite Chain Gang
0.0961, Greater Healing Potion
0.0952, Voidwalker
0.0925, Mark of the Lotus
0.0907, Mind Control Tech
0.0907, Despicable Dreadlord
0.0898, Frostbolt
0.0889, Skulking Geist
0.0889, Wild Pyromancer
0.0871, Mind Blast
0.0862, Bloodreaver Gul'dan
0.0853, Vicious Fledgling
0.0817, Stonehill Defender
0.0799, Dirty Rat
0.0799, Jade Claws
0.0799, Jade Lightning
0.0790, Doppelgangster
0.0781, Fireball
0.0781, Mana Tide Totem
0.0781, Maelstrom Portal
0.0772, Ice Block
0.0763, Medivh's Valet
0.0763, Devolve
0.0745, Evolve
0.0745, Thing from Below
0.0736, Coldlight Oracle
0.0709, Thrall, Deathseer
0.0691, Mana Wyrm
0.0691, Flametongue Totem
0.0682, Bloodlust
0.0655, Sorcerer's Apprentice
0.0646, Eaglehorn Bow
0.0646, Firelands Portal
0.0646, Blizzard
0.0637, Kill Command
0.0637, Primalfin Totem
0.0628, Alleycat
0.0628, Houndmaster
0.0628, Animal Companion
0.0619, Cairne Bloodhoof
0.0619, Circle of Healing
0.0610, Crackling Razormaw
0.0610, Doomguard
0.0601, Kun the Forgotten King
0.0601, Babbling Book
0.0601, Frost Nova
0.0592, Primordial Drake
0.0592, Savannah Highmane
0.0592, Mortal Coil
0.0583, Auchenai Soulpriest
0.0575, Flame Imp
0.0566, Barnes
0.0566, Gnomish Inventor
0.0548, Counterspell
0.0539, Soulfire
0.0530, Kindly Grandmother
0.0521, Ice Barrier
0.0521, Naga Corsair
0.0521, Malchezaar's Imp
0.0503, Acherus Veteran
0.0503, Bearshark
0.0503, Holy Nova
0.0494, Deadly Shot
0.0494, Archmage Antonidas
0.0476, Alexstrasza
0.0476, Plague Scientist
0.0458, Tracking
0.0449, Cabalist's Tome
0.0449, Sunkeeper Tarim
0.0440, Unleash the Hounds
0.0440, Rallying Blade
0.0440, Darkshire Councilman
0.0431, Y'Shaarj, Rage Unbound
0.0422, Defile
0.0413, Kirin Tor Mage
0.0413, Xaril, Poisoned Mind
0.0404, Power of the Wild
0.0404, Scavenging Hyena
0.0404, Frost Lich Jaina
0.0404, Open the Waygate
0.0395, Ysera
0.0395, Kabal Crystal Runner
0.0395, Twilight Drake
0.0395, Kabal Talonpriest
0.0395, Siphon Soul
0.0395, Abyssal Enforcer
