40523, 54.49092105263157
38718, 54.53171641791043
734, 54.24148514851485
41929, 53.717575757575744
40596, 54.61204444444445
43417, 54.46513157894737
40797, 54.48496503496503
40527, 54.18307692307692
39841, 53.70830357142859
95, 54.46065359477124
64, 54.48399999999998
42759, 54.4123417721519
1124, 54.41337837837838
754, 54.868403361344555
836, 54.48006578947368
42656, 54.45724137931034
38318, 54.442765957446795
138, 51.10934693877548
41418, 54.45387622149838
40372, 54.48496503496503
40416, 54.927910447761214
41262, 52.58
1186, 54.07159090909091
41081, 54.656923076923064
42818, 53.34565217391303
834, 54.001666666666665
38943, 54.185
38312, 54.13041666666666
39941, 54.80174603174604
254, 53.5890909090909
581, 51.75264150943397
41316, 53.51022950819676
40397, 54.37233009708737
42651, 54.25190476190477
503, 54.19177777777779
38337, 54.4015
39350, 54.50325
40465, 55.3296181384248
41263, 54.82304347826089
41094, 54.145999999999994
742, 54.272058823529406
680, 55.77824999999994
42338, 54.342727272727274
43025, 54.34379310344827
41323, 55.4003325415677
997, 54.97952095808381
985, 54.923589743589744
41096, 52.86749999999999
41247, 54.9617894736842
40607, 55.824999999999996
801, 54.94238095238096
42773, 56.22482142857144
42395, 55.02917431192659
42790, 55.41200514138822
38334, 53.962857142857146
38882, 55.69
42442, 55.1421333333333
757, 54.17687500000001
211, 54.38133333333333
436, 50.727142857142844
40401, 52.934000000000005
40991, 55.27
1656, 55.57090909090909
41567, 49.60460674157303
1050, 54.86
1657, 53.0
38792, 52.7325
233, 54.16
381, 54.03
443, 53.8
42394, 53.55333333333334
692, 52.43
39225, 53.083170731707305
41683, 53.10136363636364
86, 52.88
43022, 49.86
467, 48.92
40973, 48.59
42438, 47.11
40426, 54.669000000000004
141, 51.541666666666664
1093, 54.71036363636364
39481, 54.922033898305095
1243, 55.123469387755115
38734, 56.751999999999995
1003, 54.835857142857144
41358, 55.002352941176476
1047, 54.44862745098038
1662, 54.71527777777778
38584, 57.56333333333333
699, 54.968125
