total decks: 110
0.9636, Voidwalker
0.9182, Despicable Dreadlord
0.8727, Bloodreaver Gul'dan
0.6182, Doomguard
0.6000, Mortal Coil
0.5818, Flame Imp
0.5455, Soulfire
0.5455, Prince Keleseth
0.5273, Malchezaar's Imp
0.5182, Bonemare
0.4545, Patches the Pirate
0.4455, Darkshire Councilman
0.4455, Acherus Veteran
0.4273, Defile
0.4182, Fire Fly
0.4091, Tar Creeper
0.4000, Siphon Soul
0.4000, Abyssal Enforcer
0.3545, Mistress of Mixtures
0.3182, Southsea Captain
0.3091, Twisting Nether
0.3000, Bloodsail Corsair
0.3000, Drain Soul
0.2909, The Lich King
0.2909, Hellfire
0.2909, Earthen Ring Farseer
0.2909, Doomsayer
0.2727, Spellbreaker
0.2545, Saronite Chain Gang
0.2545, Vicious Fledgling
0.2455, Tainted Zealot
0.2273, Skulking Geist
0.2182, Twilight Drake
0.2091, Crystalweaver
0.1909, Shadow Bolt
0.1636, Bloodmage Thalnos
0.1545, Defender of Argus
0.1545, Stonehill Defender
0.1364, Mountain Giant
0.1273, Dirty Rat
0.1273, Howlfiend
0.1182, Cobalt Scalebane
0.1182, Blood Imp
0.1091, Dark Iron Dwarf
0.1091, Possessed Villager
0.1091, Happy Ghoul
0.1091, Golakka Crawler
0.1000, Medivh, the Guardian
0.0909, Silverware Golem
0.0909, Bloodfury Potion
0.0909, Gnomeferatu
0.0909, Treachery
0.0727, Argent Squire
0.0727, Alexstrasza
0.0636, Faceless Shambler
0.0636, Dread Infernal
0.0636, Coldlight Oracle
0.0545, Elise the Trailblazer
0.0545, Lakkari Felhound
0.0545, Kazakus
0.0545, Krul the Unshackled
0.0455, Sea Giant
0.0455, Ravenous Pterrordax
0.0455, Shadowflame
0.0455, Darkshire Librarian
0.0455, Gluttonous Ooze
0.0455, Bloodworm
0.0455, Corpsetaker
0.0364, Glacial Shard
0.0364, Leeroy Jenkins
0.0364, Cairne Bloodhoof
0.0364, Clutchmother Zavas
0.0364, Prince Valanar
0.0273, The Black Knight
0.0273, Deathspeaker
0.0273, Devilsaur Egg
0.0273, Sunfury Protector
0.0273, Ironbeak Owl
0.0273, Mind Control Tech
0.0273, Lakkari Sacrifice
0.0273, Blood-Queen Lana'thel
0.0182, Forbidden Ritual
0.0182, Demonfire
0.0182, Succubus
0.0182, Dire Wolf Alpha
0.0182, Blastcrystal Potion
0.0182, Kabal Courier
0.0182, Mindbreaker
0.0182, Faceless Manipulator
0.0182, Lord Jaraxxus
0.0182, Summoning Portal
0.0182, Meat Wagon
0.0182, Sunwalker
0.0091, Abusive Sergeant
0.0091, Blood Knight
0.0091, Skelemancer
0.0091, Sanguine Reveler
0.0091, Argent Commander
0.0091, Acidic Swamp Ooze
0.0091, Ravasaur Runt
0.0091, Knife Juggler
0.0091, Unwilling Sacrifice
0.0091, Hungry Crab
0.0091, Crazed Alchemist
0.0091, Bright-Eyed Scout
0.0091, Y'Shaarj, Rage Unbound
0.0091, Validated Doomsayer
0.0091, Corrupting Mist
0.0091, Bane of Doom
0.0091, Kabal Trafficker
0.0091, Psych-o-Tron
0.0091, Tar Lurker
0.0091, Sacrificial Pact
0.0091, Sense Demons
0.0091, Felfire Potion
