total decks: 187
0.8556, Swipe
0.8449, Ultimate Infestation
0.8182, Nourish
0.8128, Jade Blossom
0.8128, Malfurion the Pestilent
0.8128, Wrath
0.7914, Wild Growth
0.7754, Spreading Plague
0.7647, Aya Blackpaw
0.7647, Jade Behemoth
0.7647, Jade Spirit
0.7647, Jade Idol
0.7540, Fandral Staghelm
0.7166, Mire Keeper
0.6150, Spellbreaker
0.5508, Mark of the Lotus
0.5348, Golakka Crawler
0.5027, Mind Control Tech
0.3743, Medivh, the Guardian
0.3583, Kun the Forgotten King
0.2513, Doomsayer
0.2406, Power of the Wild
0.2246, Druid of the Swarm
0.2193, Primordial Drake
0.2139, Mark of Y'Shaarj
0.2139, Enchanted Raven
0.1872, Living Mana
0.1818, Savage Roar
0.1818, Fire Fly
0.1765, Patches the Pirate
0.1765, Bloodsail Corsair
0.1551, Crypt Lord
0.1283, Dire Wolf Alpha
0.1176, Innervate
0.1070, Tar Creeper
0.1070, The Lich King
0.1016, Bittertide Hydra
0.0802, Vicious Fledgling
0.0802, Crazed Alchemist
0.0749, Southsea Captain
0.0695, Earthen Scales
0.0695, Bonemare
0.0588, Snowflipper Penguin
0.0588, Dirty Rat
0.0481, Deathwing
0.0481, Deathwing, Dragonlord
0.0481, Y'Shaarj, Rage Unbound
0.0374, Ysera
0.0374, Feral Rage
0.0374, Cobalt Scalebane
0.0321, Alexstrasza
0.0267, Pilfered Power
0.0214, Giant Anaconda
0.0214, Barnes
0.0214, Genzo, the Shark
0.0160, Bright-Eyed Scout
0.0160, Saronite Chain Gang
0.0160, Argent Squire
0.0160, Malygos
0.0160, The Black Knight
0.0160, Big Game Hunter
0.0160, Druid of the Claw
0.0107, Acherus Veteran
0.0107, The Curator
0.0053, Dark Arakkoa
0.0053, Sea Giant
0.0053, Evolving Spores
0.0053, Claw
0.0053, Eater of Secrets
0.0053, Naturalize
0.0053, Soul of the Forest
0.0053, Hungry Crab
0.0053, Deathspeaker
0.0053, Gluttonous Ooze
0.0053, Starfall
0.0053, Strongshell Scavenger
0.0053, Moonfire
0.0053, Shellshifter
0.0053, Grim Necromancer
