total decks: 50
0.6600, Blood Razor
0.6400, Acolyte of Pain
0.6400, Execute
0.6200, Sleep with the Fishes
0.6000, Slam
0.5800, Battle Rage
0.5600, Armorsmith
0.5600, Brawl
0.5400, Shield Block
0.5200, Scourgelord Garrosh
0.5000, Dirty Rat
0.4600, Dead Man's Hand
0.4400, Whirlwind
0.4000, Skulking Geist
0.3800, Kor'kron Elite
0.3800, Frothing Berserker
0.3600, Patches the Pirate
0.3600, N'Zoth's First Mate
0.3400, Fiery War Axe
0.3200, Arcanite Reaper
0.3200, Dread Corsair
0.3200, Upgrade!
0.3200, Southsea Captain
0.3200, Southsea Deckhand
0.3200, Spellbreaker
0.3200, Bloodsail Cultist
0.3000, Bittertide Hydra
0.3000, Fire Fly
0.3000, Direhorn Hatchling
0.2800, Ravaging Ghoul
0.2600, Prince Keleseth
0.2600, Leeroy Jenkins
0.2600, Bring It On!
0.2400, Naga Corsair
0.2200, Mountainfire Armor
0.2200, Shield Slam
0.2200, Coldlight Oracle
0.1800, N'Zoth, the Corruptor
0.1600, The Curator
0.1600, Stonehill Defender
0.1600, Public Defender
0.1400, Mortal Strike
0.1400, Alley Armorsmith
0.1200, Primordial Drake
0.1200, Fire Plume's Heart
0.1000, Captain Greenskin
0.1000, The Lich King
0.1000, Tar Creeper
0.1000, Blood To Ichor
0.0800, Bloodsail Raider
0.0800, Heroic Strike
0.0800, Grommash Hellscream
0.0800, Bloodhoof Brave
0.0800, Doomsayer
0.0800, Bloodmage Thalnos
0.0600, Bonemare
0.0600, Saronite Chain Gang
0.0600, Golakka Crawler
0.0400, Argent Commander
0.0400, Cobalt Scalebane
0.0400, Cairne Bloodhoof
0.0400, Elise the Trailblazer
0.0400, Forge of Souls
0.0400, Commanding Shout
0.0400, Inner Rage
0.0400, Wild Pyromancer
0.0400, Don Han'Cho
0.0400, Sudden Genesis
0.0400, Rotface
0.0200, Vicious Fledgling
0.0200, Phantom Freebooter
0.0200, Arathi Weaponsmith
0.0200, Fool's Bane
0.0200, Mind Control Tech
0.0200, Rampage
0.0200, Loot Hoarder
0.0200, Twin Emperor Vek'lor
0.0200, Ancient Shieldbearer
0.0200, C'Thun
0.0200, Beckoner of Evil
0.0200, Disciple of C'Thun
0.0200, C'Thun's Chosen
0.0200, Mindbreaker
0.0200, Ticking Abomination
