total decks: 220
0.9955, Backstab
0.9864, Vilespine Slayer
0.9773, Patches the Pirate
0.9682, Swashburglar
0.9545, Edwin VanCleef
0.9227, Fire Fly
0.9182, Bonemare
0.9136, SI:7 Agent
0.9000, Southsea Deckhand
0.8955, Prince Keleseth
0.8500, Shadowstep
0.7818, Cold Blood
0.7727, Southsea Captain
0.7727, Leeroy Jenkins
0.7273, Tar Creeper
0.7182, Cobalt Scalebane
0.5909, Shaku, the Collector
0.2500, Spellbreaker
0.2409, Plague Scientist
0.2409, Cairne Bloodhoof
0.2227, Vicious Fledgling
0.2091, Xaril, Poisoned Mind
0.2091, Naga Corsair
0.1500, Shadowcaster
0.1364, Hallucination
0.1136, Counterfeit Coin
0.1091, Bittertide Hydra
0.0909, Eviscerate
0.0864, Shadowblade
0.0864, Preparation
0.0818, Prince Valanar
0.0818, Mimic Pod
0.0773, Valeera the Hollow
0.0727, Fan of Knives
0.0682, Vanish
0.0636, Stormwatcher
0.0636, Argent Commander
0.0636, Corpsetaker
0.0636, Blazecaller
0.0636, Coldlight Oracle
0.0636, Arcane Giant
0.0591, The Curator
0.0545, Saronite Chain Gang
0.0545, Fire Plume Phoenix
0.0545, Gadgetzan Auctioneer
0.0545, Sap
0.0500, Barnes
0.0500, Bloodmage Thalnos
0.0364, Tol'vir Stoneshaper
0.0364, The Lich King
0.0364, Questing Adventurer
0.0364, Sherazin, Corpse Flower
0.0318, Argent Squire
0.0273, Deadly Poison
0.0227, Lotus Assassin
0.0182, Stonehill Defender
0.0182, Youthful Brewmaster
0.0136, Shadow Sensei
0.0136, Jungle Panther
0.0136, Twin Emperor Vek'lor
0.0136, C'Thun
0.0136, Blade of C'Thun
0.0136, Disciple of C'Thun
0.0136, Twilight Elder
0.0136, C'Thun's Chosen
0.0136, Reckless Rocketeer
0.0136, Aya Blackpaw
0.0136, Jade Spirit
0.0136, Jade Shuriken
0.0136, Jade Swarmer
0.0136, Perdition's Blade
0.0136, Razorpetal Lasher
0.0136, Gadgetzan Ferryman
0.0091, The Black Knight
0.0091, Golakka Crawler
0.0091, Nerubian Unraveler
0.0091, Obsidian Shard
0.0091, Shiv
0.0091, Sprint
0.0091, The Caverns Below
0.0091, Glacial Shard
0.0091, Stonetusk Boar
0.0091, Igneous Elemental
0.0091, Novice Engineer
0.0091, Doomsayer
0.0091, Faceless Shambler
0.0045, Grave Shambler
0.0045, Servant of Kalimos
0.0045, Nesting Roc
0.0045, Shadow Rager
0.0045, Ysera
0.0045, Journey Below
0.0045, Gnomish Inventor
0.0045, Master of Disguise
0.0045, Doomcaller
0.0045, Undercity Huckster
0.0045, Ethereal Peddler
0.0045, Bloodsail Corsair
0.0045, Bilefin Tidehunter
0.0045, Arfus
0.0045, Doppelgangster
0.0045, Hemet, Jungle Hunter
0.0045, N'Zoth, the Corruptor
0.0045, Tomb Lurker
0.0045, Skulking Geist
0.0045, Earthen Ring Farseer
